code,parent_code,name,level,description,indication,smiles,drugbank_id
V04C,V04,OTHER DIAGNOSTIC AGENTS in ATC,3.0,,,,
V06A,V06,DIET FORMULATIONS FOR TREATMENT OF OBESITY,3.0,,,,
V06B,V06,PROTEIN SUPPLEMENTS,3.0,,,,
V06C,V06,INFANT FORMULAS,3.0,,,,
V06D,V06,OTHER NUTRIENTS in ATC,3.0,,,,
V07A,V07,ALL OTHER NON-THERAPEUTIC PRODUCTS,3.0,,,,
V08A,V08,"X-RAY CONTRAST MEDIA, IODINATED",3.0,,,,
V08B,V08,"X-RAY CONTRAST MEDIA, NON-IODINATED",3.0,,,,
V08C,V08,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,3.0,,,,
V08D,V08,ULTRASOUND CONTRAST MEDIA,3.0,,,,
V09A,V09,CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09B,V09,SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09C,V09,RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09D,V09,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09E,V09,RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09F,V09,THYROID DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09G,V09,CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,3.0,,,,
V09H,V09,INFLAMMATION AND INFECTION DETECTION,3.0,,,,
V09I,V09,TUMOUR DETECTION RADIOPHARMACEUTICALS,3.0,,,,
V09X,V09,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS in ATC,3.0,,,,
V10A,V10,ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS,3.0,,,,
V10B,V10,PAIN PALLIATION (BONE SEEKING AGENTS),3.0,,,,
V10X,V10,OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC,3.0,,,,
A01AA,A01A,Caries prophylactic agents,4.0,,,,
A01AB,A01A,Antiinfectives and antiseptics for local oral treatment,4.0,,,,
A01AC,A01A,Corticosteroids for local oral treatment,4.0,,,,
A01AD,A01A,Other agents for local oral treatment in ATC,4.0,,,,
A02AA,A02A,antacids containing magnesium compounds,4.0,,,,
A02AB,A02A,antacids containing aluminium compounds,4.0,,,,
A02AC,A02A,antacids containing calcium compounds,4.0,,,,
A02AD,A02A,"antacids containing combinations and complexes of aluminium, calcium and magnesium compounds",4.0,,,,
A02AF,A02A,Antacids with antiflatulents,4.0,,,,
A02AG,A02A,Antacids with antispasmodics,4.0,,,,
A02AH,A02A,Antacids with sodium bicarbonate,4.0,,,,
A02AX,A02A,"Antacids, other combinations in ATC",4.0,,,,
A02BA,A02B,Histamine H2 receptor antagonists for peptic ulcer and GORD,4.0,,,,
A02BB,A02B,Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),4.0,,,,
A02BC,A02B,Proton pump inhibitors for peptic ulcer and GORD,4.0,,,,
A02BD,A02B,Combinations for eradication of Helicobacter pylori,4.0,,,,
A02BX,A02B,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC,4.0,,,,
A03AA,A03A,"Synthetic anticholinergics, esters with tertiary amino group for functional gastrointestinal disorders",4.0,,,,
A03AB,A03A,"Synthetic anticholinergics, quaternary ammonium compounds for functional gastrointestinal disorders",4.0,,,,
A03AC,A03A,"Synthetic antispasmodics, amides with tertiary amines for functional gastrointestinal disorders",4.0,,,,
A03AD,A03A,Papaverine and derivatives containing drugs for functional gastrointestinal disorders,4.0,,,,
A03AE,A03A,Serotonin receptor antagonists for functional gastrointestinal disorders,4.0,,,,
A03AX,A03A,Other drugs for functional gastrointestinal disorders in ATC,4.0,,,,
A03BA,A03B,"Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders",4.0,,,,
A03BB,A03B,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds for functional gastrointestinal disorders",4.0,,,,
A03CA,A03C,Synthetic anticholinergic agents in combination with psycholeptics,4.0,,,,
A03CB,A03C,Belladonna and derivatives in combination with psycholeptics,4.0,,,,
A03CC,A03C,Other antispasmodics in combination with psycholeptics in ATC,4.0,,,,
A03DA,A03D,Synthetic anticholinergic agents in combination with analgesics,4.0,,,,
A03DB,A03D,Belladonna and derivatives in combination with analgesics,4.0,,,,
A03DC,A03D,Other antispasmodics in combination with analgesics in ATC,4.0,,,,
A03EA,A03E,"Antispasmodics, psycholeptics and analgesics in combination",4.0,,,,
A03ED,A03E,Antispasmodics in combination with other drugs,4.0,,,,
A03FA,A03F,Propulsives,4.0,,,,
A04AA,A04A,"Serotonin (5HT3) antagonists, antiemetics and antinauseants",4.0,,,,
A04AD,A04A,Other antiemetics in ATC,4.0,,,,
A05AA,A05A,Bile acids and derivatives for bile therapy,4.0,,,,
A05AB,A05A,Preparations for biliary tract therapy,4.0,,,,
A05AX,A05A,Other drugs for bile therapy in ATC,4.0,,,,
A05BA,A05B,Liver therapy drugs,4.0,,,,
A06AA,A06A,"Softeners, emollients",4.0,,,,
A06AB,A06A,Contact laxatives,4.0,,,,
A06AC,A06A,Bulk-forming laxatives,4.0,,,,
A06AD,A06A,Osmotically acting laxatives,4.0,,,,
A06AG,A06A,Enema for Constipation,4.0,,,,
A06AH,A06A,Peripheral opioid receptor antagonists,4.0,,,,
A06AX,A06A,Other drugs for constipation in ATC,4.0,,,,
A07AA,A07A,"antibiotics, intestinal",4.0,,,,
A07AB,A07A,"Sulfonamides, intestinal antiinfectives",4.0,,,,
A07AC,A07A,"Imidazole derivatives, intestinal antiinfectives",4.0,,,,
A07AX,A07A,Other intestinal antiinfectives in ATC,4.0,,,,
A07BA,A07B,"Charcoal preparations, intestinal absorbents",4.0,,,,
A07BB,A07B,"Bismuth preparations, intestinal adsorbents",4.0,,,,
A07BC,A07B,Other intestinal adsorbents in ATC,4.0,,,,
A07CA,A07C,Oral rehydration salt formulations,4.0,,,,
A07DA,A07D,Antipropulsives,4.0,,,,
A07EA,A07E,Corticosteroids acting locally,4.0,,,,
A07EB,A07E,"Antiallergic intestinal antiinflammatory drugs, excl. corticosteroids",4.0,,,,
A07EC,A07E,Aminosalicylic acid and similar agents,4.0,,,,
A07FA,A07F,Antidiarrheal microorganisms,4.0,,,,
A07XA,A07X,Other antidiarrheals in ATC,4.0,,,,
A08AA,A08A,Centrally acting antiobesity products,4.0,,,,
A08AB,A08A,Peripherally acting antiobesity products,4.0,,,,
A08AX,A08A,Other antiobesity drugs in ATC,4.0,,,,
A09AA,A09A,"Enzyme preparations, digestives",4.0,,,,
A09AB,A09A,"Acid preparations, digestives",4.0,,,,
A09AC,A09A,"Enzyme and acid preparations, combinations",4.0,,,,
A10AB,A10A,"Insulins and analogues for injection, fast-acting",4.0,,,,
A10AC,A10A,"Insulins and analogues for injection, intermediate-acting",4.0,,,,
A10AD,A10A,"Insulins and analogues for injection used in Diabetes, intermediate- or long-acting combined with fast-acting",4.0,,,,
A10AE,A10A,"Insulins and analogues for injection, long-acting",4.0,,,,
A10AF,A10A,Insulins and analogues for inhalation,4.0,,,,
A10BA,A10B,biguanide blood glucose lower drugs,4.0,,,,
A10BB,A10B,Sulfonylureas for blood glucose lowering,4.0,,,,
A10BC,A10B,"Sulfonamides (heterocyclic), blood glucose lowering drugs",4.0,,,,
A10BD,A10B,Combinations of oral blood glucose lowering drugs,4.0,,,,
A10BF,A10B,"Alpha glucosidase inhibitors, blood glucose lowering",4.0,,,,
A10BG,A10B,"Thiazolidinediones, blood glucose lowering drugs",4.0,,,,
A10BH,A10B,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,4.0,,,,
A10BJ,A10B,Glucagon-like peptide-1 (GLP-1) analogues,4.0,,,,
A10BK,A10B,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,4.0,,,,
A10BX,A10B,"Other blood glucose lowering drugs, excl. insulins in ATC",4.0,,,,
A10XA,A10X,Aldose reductase inhibitors used in diabetes,4.0,,,,
A11AA,A11A,Multivitamins with minerals,4.0,,,,
A11AB,A11A,"Multivitamins, other combinations",4.0,,,,
A11BA,A11B,"Multivitamins, plain",4.0,,,,
A11CA,A11C,"Vitamin A, plain",4.0,,,,
A11CB,A11C,Vitamin A and D in combination,4.0,,,,
A11CC,A11C,Vitamin D and analogues,4.0,,,,
A11DA,A11D,"Vitamin B<n>1</n>, plain",4.0,,,,
A11DB,A11D,Vitamin B<n>1</n> in combination with vitamin B<n>6</n> and/or vitamin B<n>12</n>,4.0,,,,
A11EA,A11E,"Vitamin B-complex, plain",4.0,,,,
A11EB,A11E,Vitamin B-complex with vitamin C,4.0,,,,
A11EC,A11E,Vitamin B-complex with minerals,4.0,,,,
A11ED,A11E,Vitamin B-complex with anabolic steroids,4.0,,,,
A11EX,A11E,"Vitamin B-complex, other combinations",4.0,,,,
A11GA,A11G,"vitamin C products, plain",4.0,,,,
A11GB,A11G,vitamin C combinations,4.0,,,,
A11HA,A11H,Other plain vitamin preparations in ATC,4.0,,,,
A11JA,A11J,Combinations of vitamins,4.0,,,,
A11JB,A11J,Vitamins with minerals,4.0,,,,
A11JC,A11J,"Vitamins, other combinations",4.0,,,,
A12AA,A12A,Calcium,4.0,,,,
A12AX,A12A,"Calcium, combinations with vitamin D and/or other drugs",4.0,,,,
A12BA,A12B,Potassium,4.0,,,,
A12CA,A12C,Sodium supplements,4.0,,,,
A12CB,A12C,Zinc Supplements,4.0,,,,
A12CC,A12C,"Magnesium supplements, alimentary tract and metabolism",4.0,,,,
A12CD,A12C,Fluoride supplements,4.0,,,,
A12CE,A12C,Selenium supplements,4.0,,,,
A12CX,A12C,Other mineral products in ATC,4.0,,,,
A14AA,A14A,Androstan derivatives,4.0,,,,
A14AB,A14A,"Estren derivatives, systemic",4.0,,,,
A16AA,A16A,Amino acids and derivatives,4.0,,,,
A16AB,A16A,Enzymes for ALIMENTARY TRACT AND METABOLISM,4.0,,,,
A16AX,A16A,Various alimentary tract and metabolism products,4.0,,,,
B01AA,B01A,Vitamin K antagonists,4.0,,,,
B01AB,B01A,Heparin group antithrombotic drugs,4.0,,,,
B01AC,B01A,Platelet aggregation inhibitors excl. heparin,4.0,,,,
B01AD,B01A,"Enzymes, antithrombotic",4.0,,,,
B01AE,B01A,Direct thrombin inhibitors,4.0,,,,
B01AF,B01A,Direct factor Xa inhibitors,4.0,,,,
B01AX,B01A,Other antithrombotic agents in ATC,4.0,,,,
B02AA,B02A,Antifibrinolytic amino acids,4.0,,,,
B02AB,B02A,"Proteinase inhibitors, antifibrinolytic",4.0,,,,
B02BA,B02B,Vitamin K containing hemostatics,4.0,,,,
B02BB,B02B,Fibrinogen containing hemostatics,4.0,,,,
B02BC,B02B,Local hemostatics,4.0,,,,
B02BD,B02B,Blood coagulation factors,4.0,,,,
B02BX,B02B,Other systemic hemostatics in ATC,4.0,,,,
B03AA,B03A,"Iron bivalent, oral antianemic preparations",4.0,,,,
B03AB,B03A,"Iron trivalent, oral antianemic preparations",4.0,,,,
B03AC,B03A,"Iron, parenteral antianemic preparations",4.0,,,,
B03AD,B03A,Iron in combination with folic acid,4.0,,,,
B03AE,B03A,Iron in other combinations,4.0,,,,
B03BA,B03B,Vitamin B<n>12</n> (cyanocobalamin and analogues),4.0,,,,
B03BB,B03B,Folic acid and derivatives as antianemics,4.0,,,,
B03XA,B03X,Other antianemic preparations in ATC,4.0,,,,
B05AA,B05A,Blood substitutes and plasma protein fractions,4.0,,,,
B05AX,B05A,Other blood products in ATC,4.0,,,,
B05BA,B05B,Solutions for parenteral nutrition,4.0,,,,
B05BB,B05B,Solutions affecting the electrolyte balance,4.0,,,,
B05BC,B05B,Solutions producing osmotic diuresis,4.0,,,,
B05CA,B05C,Antiinfective irrigating solutions,4.0,,,,
B05CB,B05C,Salt irrigating solutions,4.0,,,,
B05CX,B05C,Other irrigating solutions in ATC,4.0,,,,
B05DA,B05D,"Isotonic solutions, peritoneal dialysis",4.0,,,,
B05DB,B05D,Hypertonic solutions,4.0,,,,
B05XA,B05X,Electrolyte solutions,4.0,,,,
B05XB,B05X,"Amino Acids, I.V. solution additive",4.0,,,,
B05XC,B05X,Vitamin IV solution additives,4.0,,,,
B05XX,B05X,Other i.v. solution additives in ATC,4.0,,,,
B05ZA,B05Z,"Hemodialytics, concentrates",4.0,,,,
B05ZB,B05Z,Hemofiltrates,4.0,,,,
B06AA,B06A,"Enzymes, hematological",4.0,,,,
B06AB,B06A,Heme products,4.0,,,,
B06AC,B06A,Drugs used in hereditary angioedema,4.0,,,,
B06AX,B06A,Other hematological agents in ATC,4.0,,,,
C01AA,C01A,Digitalis glycosides,4.0,,,,
C01AB,C01A,Scilla glycosides used in cardiac therapy,4.0,,,,
C01AC,C01A,Strophanthus glycosides used in cardiac therapy,4.0,,,,
C01AX,C01A,Other cardiac glycosides in ATC,4.0,,,,
C01BA,C01B,"Antiarrhythmics, class Ia",4.0,,,,
C01BB,C01B,"Antiarrhythmics, class Ib",4.0,,,,
C01BC,C01B,"Antiarrhythmics, class Ic",4.0,,,,
C01BD,C01B,"Antiarrhythmics, class III",4.0,,,,
C01BG,C01B,"Other antiarrhythmics, class I and III in ATC",4.0,,,,
C01CA,C01C,Adrenergic and dopaminergic cardiac stimulants,4.0,,,,
C01CE,C01C,"Phosphodiesterase inhibitors, cardiac stimulant",4.0,,,,
C01CX,C01C,Other cardiac stimulants in ATC,4.0,,,,
C01DA,C01D,Organic nitrates used in cardiac disease,4.0,,,,
C01DB,C01D,Quinolone vasodilators used in cardiac diseases,4.0,,,,
C01DX,C01D,Other vasodilators used in cardiac diseases in ATC,4.0,,,,
C01EA,C01E,Prostaglandin cardiac therapy preparations,4.0,,,,
C01EB,C01E,Other plain cardiac preparations in ATC,4.0,,,,
C01EX,C01E,Other cardiac therapy combination products in ATC,4.0,,,,
C02AA,C02A,"Rauwolfia alkaloids, centrally acting antiadrenergic",4.0,,,,
C02AB,C02A,"Methyldopa, centrally acting adntiadrenergic agents",4.0,,,,
C02AC,C02A,Imidazoline receptor agonists,4.0,,,,
C02BA,C02B,"Sulfonium derivatives, ganglion-blocking adreneregic",4.0,,,,
C02BB,C02B,"Secondary and tertiary amines, ganglion-blocking antiadrenergic",4.0,,,,
C02BC,C02B,"Bisquaternary ammonium compounds, ganglion-blocking antiandrenergic",4.0,,,,
C02CA,C02C,"Alpha-adrenoreceptor antagonists, peripherally acting",4.0,,,,
C02CC,C02C,"Guanine derivatives, peripherally acting antiadrenergic agents",4.0,,,,
C02DA,C02D,Thiazide derivatives acting on arteriolar smooth muscle,4.0,,,,
C02DB,C02D,Hydrazinophthalazine derivatives acting on arteriolar smooth muscle,4.0,,,,
C02DC,C02D,Pyrimidine derivatives acting on arteriolar smooth muscle,4.0,,,,
C02DD,C02D,Nitroferricyanide derivatives acting on arteriolar smooth muscle,4.0,,,,
C02DG,C02D,Guanine derivatives acting on arteriolar smooth muscle,4.0,,,,
C02KA,C02K,"Alkaloids, excl. rauwolfia, antihypertensives",4.0,,,,
C02KB,C02K,"Tyrosine hydroxylase inhibitors, antihypertensives",4.0,,,,
C02KC,C02K,"MAO inhibitors, antihypertensives",4.0,,,,
C02KD,C02K,"Serotonin antagonists, antihypertensives",4.0,,,,
C02KX,C02K,Antihypertensives for pulmonary arterial hypertension,4.0,,,,
C02LA,C02L,Rauwolfia alkaloids and diuretics in combination,4.0,,,,
C02LB,C02L,Methyldopa and diuretics in combination,4.0,,,,
C02LC,C02L,Imidazoline receptor agonists in combination with diuretics,4.0,,,,
C02LE,C02L,Alpha-adrenoreceptor antagonists and diuretics,4.0,,,,
C02LF,C02L,Guanidine derivatives and diuretics,4.0,,,,
C02LG,C02L,Hydrazinophthalazine derivatives and diuretics,4.0,,,,
C02LK,C02L,"Alkaloids, excl. rauwolfia, in combination with diuretics",4.0,,,,
C02LL,C02L,MAO inhibitors and diuretics,4.0,,,,
C02LN,C02L,Serotonin antagonists and diuretics,4.0,,,,
C02LX,C02L,Other antihypertensives and diuretics in ATC,4.0,,,,
C03AA,C03A,"Thiazides, plain",4.0,,,,
C03AB,C03A,Thiazides and potassium in combination,4.0,,,,
C03AH,C03A,"Thiazides, combinations with psycholeptics and/or analgesics",4.0,,,,
C03AX,C03A,"Thiazides, combinations with other drugs",4.0,,,,
C03BA,C03B,"sulfonamides, low-ceiling diuretics, plain",4.0,,,,
C03BB,C03B,"Sulfonamides and potassium in combination, low-ceiling diruetics, excluding thiazides",4.0,,,,
C03BC,C03B,Mercurial diuretics,4.0,,,,
C03BD,C03B,"Xanthine derivatives, low-ceiling diuretics",4.0,,,,
C03BK,C03B,"Sulfonamides, combinations with other drugs",4.0,,,,
C03BX,C03B,Other low-ceiling diuretics in ATC,4.0,,,,
C03CA,C03C,"sulfonamides, high-ceiling diuretics, plain",4.0,,,,
C03CB,C03C,"Sulfonamides and potassium in combination, high-ceiling diruetics, excluding thiazides",4.0,,,,
C03CC,C03C,"Aryloxyacetic acid derivatives, high-ceiling diuretics",4.0,,,,
C03CD,C03C,"Pyrazolone derivatives, high-ceiling diuretics",4.0,,,,
C03CX,C03C,Other high-ceiling diuretics in ATC,4.0,,,,
C03DA,C03D,Aldosterone antagonists,4.0,,,,
C03DB,C03D,Other potassium-sparing agents in ATC,4.0,,,,
C03EA,C03E,Low-ceiling diuretics and potassium-sparing agents,4.0,,,,
C03EB,C03E,High-ceiling diuretics and potassium-sparing agents,4.0,,,,
C03XA,C03X,"Vasopressin antagonists, diuretics",4.0,,,,
C04AA,C04A,2-amino-1-phenylethanol derivatives,4.0,,,,
C04AB,C04A,"Imidazoline derivatives, peripheral vasodilators",4.0,,,,
C04AC,C04A,"Nicotinic acid and derivatives, peripheral vasodilators",4.0,,,,
C04AD,C04A,"Purine derivatives, peripheral vasodilators",4.0,,,,
C04AE,C04A,Ergot alkaloid peripheral vasodilators,4.0,,,,
C04AF,C04A,"Enzymes, peripheral vasodilators",4.0,,,,
C04AX,C04A,Other peripheral vasodilators in ATC,4.0,,,,
C05AA,C05A,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",4.0,,,,
C05AB,C05A,Antibiotics FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,4.0,,,,
C05AD,C05A,Local anesthetics for treatment of hemorrhoids and anal fissures for topical use,4.0,,,,
C05AE,C05A,Muscle relaxants FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,4.0,,,,
C05AX,C05A,Other agents for treatment of hemorrhoids and anal fissures for topical use in ATC,4.0,,,,
C05BA,C05B,Heparins or heparinoids for topical use,4.0,,,,
C05BB,C05B,Sclerosing agents for local injection,4.0,,,,
C05BX,C05B,Other sclerosing agents in ATC,4.0,,,,
C05CA,C05C,Bioflavonoid drugs for capillary stabilizing,4.0,,,,
C05CX,C05C,Other capillary stabilizing agents in ATC,4.0,,,,
C07AA,C07A,"Beta blocking agents, non-selective",4.0,,,,
C07AB,C07A,"Beta blocking agents, selective",4.0,,,,
C07AG,C07A,Alpha and beta blocking agents,4.0,,,,
C07BA,C07B,"Beta blocking agents, non-selective, and thiazides",4.0,,,,
C07BB,C07B,"Beta blocking agents, selective, and thiazides",4.0,,,,
C07BG,C07B,Alpha and beta blocking agents and thiazides,4.0,,,,
C07CA,C07C,"Beta blocking agents, non-selective, and other diuretics",4.0,,,,
C07CB,C07C,"Beta blocking agents, selective, and other diuretics",4.0,,,,
C07CG,C07C,Alpha and beta blocking agents and other diuretics,4.0,,,,
C07DA,C07D,"Beta blocking agents, non-selective, thiazides and other diuretics",4.0,,,,
C07DB,C07D,"Beta blocking agents, selective, thiazides and other diuretics",4.0,,,,
C07EA,C07E,"Beta blocking agents, non-selective, and vasodilators",4.0,,,,
C07EB,C07E,"Beta blocking agents, selective, and vasodilators",4.0,,,,
C07FB,C07F,Beta blocking agents and calcium channel blockers,4.0,,,,
C07FX,C07F,"Beta blocking agents, other combinations",4.0,,,,
C08CA,C08C,Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,4.0,,,,
C08CX,C08C,Other selective calcium channel blockers with mainly vascular effects in ATC,4.0,,,,
C08DA,C08D,"Phenylalkylamine derivatives, selective calcium channel blockers with direct cardiac effects",4.0,,,,
C08DB,C08D,Benzothiazepine derivative selective calcium channel blockers with direct cardiac effects,4.0,,,,
C08EA,C08E,"Phenylalkylamine derivatives, non-selective calcium channel blockers",4.0,,,,
C08EX,C08E,Other non-selective calcium channel blockers in ATC,4.0,,,,
C08GA,C08G,Calcium channel blockers and diuretics,4.0,,,,
C09AA,C09A,"ACE inhibitors, plain",4.0,,,,
C09BA,C09B,ACE inhibitors and diuretics,4.0,,,,
C09BB,C09B,ACE inhibitors and calcium channel blockers,4.0,,,,
C09BX,C09B,"ACE inhibitors, other combinations in ATC",4.0,,,,
C09CA,C09C,"Angiotensin II receptor blockers (ARBs), plain",4.0,,,,
C09DA,C09D,Angiotensin II receptor blockers (ARBs) and diuretics,4.0,,,,
C09DB,C09D,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,4.0,,,,
C09DX,C09D,"Angiotensin II receptor blockers (ARBs), other combinations",4.0,,,,
C09XA,C09X,Renin-inhibitors,4.0,,,,
C10AA,C10A,"HMG CoA reductase inhibitors, plain lipid modifying drugs",4.0,,,,
C10AB,C10A,"Fibrates, lipid modifying drugs, plain",4.0,,,,
C10AC,C10A,Bile acid sequestrants,4.0,,,,
C10AD,C10A,"Nicotinic acid and derivatives, lipid modifying, plain",4.0,,,,
C10AX,C10A,Other lipid modifying agents in ATC,4.0,,,,
C10BA,C10B,Combinations of various lipid modifying agents,4.0,,,,
C10BX,C10B,Lipid modifying agents in combination with other drugs,4.0,,,,
D01AA,D01A,"Antifungal Antibiotics, Topical",4.0,,,,
D01AC,D01A,"Imidazole and triazole derivatives, topical antifungals",4.0,,,,
D01AE,D01A,Other antifungals for topical use in ATC,4.0,,,,
D01BA,D01B,Antifungals for systemic use,4.0,,,,
D02AA,D02A,Silicone emollient and protective products,4.0,,,,
D02AB,D02A,"Zinc products, emollients and protectives",4.0,,,,
D02AC,D02A,Soft paraffin and fat products,4.0,,,,
D02AD,D02A,Liquid plasters,4.0,,,,
D02AE,D02A,"Carbamide products, emollients and protectives",4.0,,,,
D02AF,D02A,Salicylic acid emollient and protective preparations,4.0,,,,
D02AX,D02A,Other emollients and protectives in ATC,4.0,,,,
D02BA,D02B,Protectives against UV-radiation for topical use,4.0,,,,
D02BB,D02B,Protectives against UV-radiation for systemic use,4.0,,,,
D03AA,D03A,Cod-liver oil ointments,4.0,,,,
D03AX,D03A,Other cicatrizants in ATC,4.0,,,,
D03BA,D03B,Proteolytic enzymes for treatment of wounds and ulcers,4.0,,,,
D04AA,D04A,Antihistamines for topical use,4.0,,,,
D04AB,D04A,Anesthetics for topical use,4.0,,,,
D04AX,D04A,Other antipruritics in ATC,4.0,,,,
D05AA,D05A,"Tars, topical antipsoriatics",4.0,,,,
D05AC,D05A,"Antracen derivatives, topical antipsoriatics",4.0,,,,
D05AD,D05A,Psoralens for topical use,4.0,,,,
D05AX,D05A,Other antipsoriatics for topical use in ATC,4.0,,,,
D05BA,D05B,Psoralens for systemic use,4.0,,,,
D05BB,D05B,Retinoids for treatment of psoriasis,4.0,,,,
D05BX,D05B,Other antipsoriatics for systemic use in ATC,4.0,,,,
D06AA,D06A,"Tetracycline and derivatives, topical antibiotics",4.0,,,,
D06AX,D06A,Other antibiotics for topical use in ATC,4.0,,,,
D06BA,D06B,"Sulfonamides, topical",4.0,,,,
D06BB,D06B,"Antivirals, topical",4.0,,,,
D06BX,D06B,Other chemotherapeutics in ATC,4.0,,,,
D07AA,D07A,"Corticosteroids, weak (group I)",4.0,,,,
D07AB,D07A,"Corticosteroids, moderately potent (group II)",4.0,,,,
D07AC,D07A,"Corticosteroids, potent (group III)",4.0,,,,
D07AD,D07A,"Corticosteroids, very potent (group IV)",4.0,,,,
D07BA,D07B,"Corticosteroids, weak, combinations with antiseptics",4.0,,,,
D07BB,D07B,"Corticosteroids, moderately potent, combinations with antiseptics",4.0,,,,
D07BC,D07B,"Corticosteroids, potent, combinations with antiseptics",4.0,,,,
D07BD,D07B,"Corticosteroids, very potent, combinations with antiseptics",4.0,,,,
D07CA,D07C,"Corticosteroids, weak, combinations with antibiotics",4.0,,,,
D07CB,D07C,"Corticosteroids, moderately potent, combinations with antibiotics",4.0,,,,
D07CC,D07C,"Corticosteroids, potent, combinations with antibiotics",4.0,,,,
D07CD,D07C,"Corticosteroids, very potent, combinations with antibiotics",4.0,,,,
D07XA,D07X,"Corticosteroids, weak, other combinations",4.0,,,,
D07XB,D07X,"Corticosteroids, moderately potent, other combinations",4.0,,,,
D07XC,D07X,"Corticosteroids, potent, other combinations",4.0,,,,
D07XD,D07X,"Corticosteroids, very potent, other combinations",4.0,,,,
D08AA,D08A,"Acridine derivatives, antiseptics and disinfectants",4.0,,,,
D08AB,D08A,"Aluminium agents, antiseptics and disinfectants",4.0,,,,
D08AC,D08A,Biguanides and amidines as antiseptics and disinfectants,4.0,,,,
D08AD,D08A,Boric acid antiseptics and disinfectants,4.0,,,,
D08AE,D08A,"Phenol and derivatives, antiseptics and disinfectants",4.0,,,,
D08AF,D08A,"Nitrofuran derivatives, antiseptics and disinfectants",4.0,,,,
D08AG,D08A,"Iodine products, antiseptics and disinfectants",4.0,,,,
D08AH,D08A,"Quinoline derivatives, antiseptics and disinfectants",4.0,,,,
D08AJ,D08A,"Quaternary ammonium compounds, antiseptics and disinfectants",4.0,,,,
D08AK,D08A,Mercurial antiseptic and disinfectant products,4.0,,,,
D08AL,D08A,"Silver compounds, antiseptics and disinfectants",4.0,,,,
D08AX,D08A,Other antiseptics and disinfectants in ATC,4.0,,,,
D09AA,D09A,Medicated dressings with antiinfectives,4.0,,,,
D09AB,D09A,Zinc bandages,4.0,,,,
D09AX,D09A,Soft paraffin dressings,4.0,,,,
D10AA,D10A,"Corticosteroids, combinations for treatment of acne",4.0,,,,
D10AB,D10A,"Preparations containing sulfur, anti-acne preparations for topical use",4.0,,,,
D10AD,D10A,Retinoids for topical use in acne,4.0,,,,
D10AE,D10A,Peroxide anti-acne preparations for topical use,4.0,,,,
D10AF,D10A,Antiinfectives for treatment of acne,4.0,,,,
D10AX,D10A,Other anti-acne preparations for topical use in ATC,4.0,,,,
D10BA,D10B,Retinoids for treatment of acne,4.0,,,,
D10BX,D10B,Other anti-acne preparations for systemic use in ATC,4.0,,,,
D11AA,D11A,Antihidrotics,4.0,,,,
D11AC,D11A,Medicated shampoos,4.0,,,,
D11AE,D11A,Androgens for topical use,4.0,,,,
D11AF,D11A,Wart and anti-corn preparations,4.0,,,,
D11AH,D11A,"Agents for dermatitis, excluding corticosteroids",4.0,,,,
D11AX,D11A,OTHER DERMATOLOGICAL PREPARATIONS IN ATC,4.0,,,,
G01AA,G01A,"Antibiotics, Gynecological",4.0,,,,
G01AB,G01A,"Arsenic compounds, Gynecological",4.0,,,,
G01AC,G01A,Quinoline gynecological antiinfectives,4.0,,,,
G01AD,G01A,"Organic acids, Gynecological",4.0,,,,
G01AE,G01A,"Sulfonamides, Gynecological",4.0,,,,
G01AF,G01A,"Imidazole derivatives, gyncological antiinfectives",4.0,,,,
G01AG,G01A,"Triazole derivatives, gynecological antiinfectives and antiseptics",4.0,,,,
G01AX,G01A,Other gynecological antiinfectives and antiseptics in ATC,4.0,,,,
G01BA,G01B,Antibiotics and corticosteroids,4.0,,,,
G01BC,G01B,Quinoline derivative antiinfectives/antiseptics and corticosteroids,4.0,,,,
