C0000039	1,2-dipalmitoylphosphatidylcholine
C4075820	Polyneuropathy due to type 1 diabetes mellitus
C4075821	Nodular regenerative hyperplasia of liver caused by antiretroviral drug
C4075822	Disease caused by Human herpesvirus 8
C4075823	Gastroparesis with type 1 diabetes mellitus
C4075824	Plain X-ray of ventriculoperitoneal shunt
C4075825	Polyneuropathy due to type 2 diabetes mellitus
C4075826	Allergy to antiretroviral drug
C4075827	Lipoatrophy caused by antiretroviral drug
C4075828	Smoking cessation drug therapy
C4075829	Partial hip replacement with bipolar prosthesis
C4075830	Ultrasonography guided vacuum assisted excision of breast
C4075831	Allergy to abacavir
C4075832	Nephrotic syndrome co-occurrent with human immunodeficiency virus infection
C4075833	Total replacement of joint of knee with constrained condylar prosthesis
C4075834	Disorder of gastrointestinal tract caused by antiretroviral drug
C4075835	Repair of spondylolysis using hook screw
C4075836	Renal failure syndrome co-occurrent with human immunodeficiency virus infection
C4075837	Lipodystrophy caused by antiretroviral drug
C4075838	Disorder of cellular component of blood caused by antiretroviral drug
C4075839	Gastroparesis with type 2 diabetes mellitus
C4075840	Ultrasonography guided aspiration of axilla
C4075841	Retention cyst of corpus luteum
C4075842	Doppler ultrasonography of subclavian vein
C4075843	Ultrasonography guided biopsy of axilla
C4075844	Resting ischemia
C4075845	CT of rib
C4075846	Ultrasonography guided injection of sacroiliac joint
C4075848	Patient Activation Measure score
C4075849	Ex vivo cultured living related limbal cell allograft to ocular surface
C4075851	Autoimmune cholangitis
C4075852	Ex vivo cultured limbal epithelial cell autograft to ocular surface
C4075853	Discussion about advance care planning with family member
C4075854	Entered into drug clinical trial
C4075855	Discussion about advance care planning
C4075856	Acquired defect of skull
C4075857	Able to complete sentence in one breath
C4075858	Dependence on non-invasive ventilation
C4075859	Has end of life care plan
C4075860	Medically fit for surgery
C4075861	Education about taking methadone
C4075862	Assessment using Carer Support Needs Assessment Tool
C4075863	Ischemic foot pain when walking
C4075865	Radiofrequency thermocoagulation of lumbar intervertebral disc
C4075867	Education of proxy about dispensing medication
C4075868	Ability to complete a sentence in one breath
C4075869	History of induced termination of pregnancy
C4075870	Periacetabular osteotomy of pelvic bone
C4075871	Discussion about cardiopulmonary resuscitation with family member
C4075872	Carer Support Needs Assessment Tool
C4075873	Acylglycine
C4075875	Percutaneous transluminal revascularization of chronic total occlusion of coronary artery using fluoroscopic guidance
C4075876	Groningen Frailty Indicator
C4075877	Groningen Frailty Indicator score
C4075878	Meningitis caused by Histoplasma capsulatum
C4075879	Involution of toenail
C4075880	Assessment using Groningen Frailty Indicator
C4075881	Single photon emission computed tomography using gallium 67 with computed tomography of pelvis
C4075882	Live Poliovirus Ag
C4075883	Advance care planning declined
C4075884	Noncomitant alternating esotropia
C4075885	Frailty Index score
C4075886	Frailty Index
C4075887	Gastric ulcer caused by drug
C4075888	Selective dorsal rhizotomy
C4075889	Hereditary nonpolyposis colon cancer gene mutation positive
C4075890	Meningitis caused by Histoplasmosis
C4075891	Enhancement of self-efficacy
C4075892	Magnesium citrate tribasic nonahydrate
C4075893	Carer Support Needs Assessment Tool score
C4075894	Education about advance care planning
C4075895	Not up to date with immunization due to alternative schedule
C4075896	Discussion about end of life care planning
C4075897	Fluoroscopy guided retrograde cutting balloon endopyelotomy
C4075898	Kessler Psychological Distress Scale K6
C4075899	Ex vivo cultured limbal epithelial cell allograft to ocular surface
C4075900	Post mortem ultrasonography
C4075901	Mild alcohol dependence
C4075902	Human leukocyte antigen B5701 test positive
C4075903	Ex vivo cultured autologous oral mucosal epithelial cell transplant to ocular surface
C4075904	Kessler Psychological Distress Scale K10
C4075906	Aztec marigold extract
C4075907	Transanal radiofrequency thermotherapy of anal sphincter
C4075908	Patellar apprehension test positive
C4075909	Review of anticipatory care plan
C4075910	Agreement on advance care plan
C4075911	Prescription of anticipatory care medication
C4075912	Japanese encephalitis virus live vaccine
C4075913	Fluoroscopy guided measurement of pulp pressure of spleen
C4075914	History of malignant carcinoid tumor of kidney
C4075915	Single photon emission computed tomography using gallium 67 with computed tomography of abdomen
C4075916	Single photon emission computed tomography with computed tomography of neck using indium (111-In) radiolabeled octreotide
C4075917	Single photon emission computed tomography using technetium 99m with computed tomography of thyroid
C4075918	Prolapse of thoracic intervertebral disc without radiculopathy
C4075919	Heterotopic ossification due to neurological disorder
C4075920	History of malignant neoplasm of duodenum
C4075921	Disorder of central nervous system co-occurrent with human immunodeficiency virus infection
C4075922	Chondrocalcinosis of elbow due to disorder of calcium metabolism
C4075923	Neurologic disorder due to degeneration of lumbar intervertebral disc
C4075925	Chondrocalcinosis of hip joint due to disorder of calcium metabolism
C4075926	History of malignant neoplasm of gum
C4075927	Monozygotic twin pregnancy
C4075928	Ultrasonography guided localization of iodine 125 radioactive seed to breast lesion
C4075929	Prolapse of cervical intervertebral disc without radiculopathy
C4075930	Plain X-ray of abdomen with contrast
C4075931	Infectious gastroenteritis co-occurrent with human immunodeficiency virus infection
C4075932	Myelopathy due to spinal stenosis of lumbar region
C4075933	Malignant neoplastic disease co-occurrent with human immunodeficiency virus infection
C4075934	History of malignant neoplasm of anus
C4075935	Chondrocalcinosis of hand due to disorder of calcium metabolism
C4075936	History of malignant germ cell neoplasm of testis
C4075937	History of osteoporotic fracture
C4075938	History of malignant neoplasm of hypopharynx
C4075939	Nontraumatic compartment syndrome of lower limb
C4075940	Identifying personal goals
C4075941	Single photon emission computed tomography with computed tomography of abdomen using indium (111-In) radiolabeled octreotide
C4075942	Single photon emission computed tomography with computed tomography of pelvis using indium (111-In) radiolabeled octreotide
C4075943	X-ray guided localization of iodine 125 radioactive seed to breast lesion
C4075944	History of ischemic cerebrovascular accident with residual deficit
C4075945	Seroma due to trauma
C4075946	Single photon emission computed tomography with computed tomography of thorax using indium (111-In) radiolabeled octreotide
C4075947	Occasionally tired
C4075948	Sleeps during day
C4075950	Review of advance care plan
C4075951	History of malignant neoplasm of appendix
C4075952	Disorder due to alcohol abuse
C4075953	Coronary arteriosclerosis in patient with history of previous myocardial infarction
C4075954	History of malignant carcinoid tumor of rectum
C4075955	Glomerular disease due to systemic lupus erythematosus
C4075956	Dizygotic twin pregnancy
C4075957	Assessment using Patient Activation Measure
C4075958	Retinopathy caused by trifluoperazine
C4075959	Form of natal cleft
C4075960	Baby premature 35 weeks
C4075961	Perforation of intestine due to diverticulitis of gastrointestinal tract
C4075962	Low dose computed tomography of thorax
C4075963	Perceptual disturbance due to alcohol withdrawal
C4075965	Programmable ventricular shunt valve in situ
C4075966	Demyelinating disease of central nervous system co-occurrent with human immunodeficiency virus infection
C4075967	Necrosis of lower leg muscle co-occurrent and due to chronic ulcer of lower leg
C4075968	Specimen from prostate obtained by subtotal prostatectomy
C4075969	Etanercept therapy
C4075970	Parasomnia caused by alcohol
C4075971	Single photon emission computed tomography using gallium 67 with computed tomography of thorax
C4075972	Epileptic dementia with behavioral disturbance
C4075973	History of removal of gastric banding device
C4075974	Primary malignant clear cell neoplasm of endometrium
C4075975	Long-term current use of azathioprine
C4075976	Acute nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III
C4075977	Long-term current use of cyclophosphamide
C4075978	Opioid-induced mood disorder due to opioid abuse
C4075979	Septic shock co-occurrent with acute organ dysfunction due to Staphylococcus
C4075980	Circadian rhythm sleep disorder caused by alcohol
C4075981	Complement level below reference range
C4075982	Infection caused by Nocardia co-occurrent with human immunodeficiency virus infection
C4075983	History of hepatitis B conferring immunity
C4075984	Erectile dysfunction following prostate brachytherapy
C4075985	Intestinal obstruction co-occurrent and due to incisional hernia
C4075986	Fluoroscopic angioplasty of peroneal artery
C4075987	Abscess of duodenum co-occurrent and due to diverticulitis
C4075988	History of tobacco use in remission less than 12 months
C4075989	History of parathyroidectomy
C4075990	Noncomitant alternating exotropia
C4075991	History of negative mammogram performed within last 12 months
C4075992	Complicated internal hemorrhoid
C4075993	History of malignant neoplasm of common bile duct
C4075994	CT of knee for patellofemoral maltracking
C4075995	Abnormal gluteal crease
C4075996	Nephrotic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III
C4075997	Central sleep apnea caused by high altitude
C4075998	History of delivery of macrosomal infant
C4075999	Acute cholecystitis due to biliary calculus
C4076000	Opioid-induced mood disorder due to opioid dependence
C4076001	Azathioprine therapy
C4076002	Cyclophosphamide therapy
C4076003	Cerebral degeneration due to alcoholism
C4076004	Isosporiasis co-occurrent with human immunodeficiency virus infection
C4076005	Necrosis of bone of lower leg co-occurrent and due to chronic ulcer of lower leg
C4076006	Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine with computed tomography of abdomen
C4076007	Bacterial pneumonia co-occurrent with human immunodeficiency virus infection
C4076008	Abscess of ileum co-occurrent and due to diverticulitis
C4076009	Long-term current use of etanercept
C4076010	Ultrasonography of tube device with contrast
C4076011	Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of lower limb
C4076012	Rapidly progressive nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III
C4076013	Eruption of skin caused by antiretroviral drug
C4076014	Prolapse of lumbar intervertebral disc without radiculopathy
C4076016	Disorder of peripheral nervous system co-occurrent with human immunodeficiency virus infection
C4076017	Congenital pyelectasia
C4076018	Myelopathy co-occurrent and due to lumbosacral intervertebral disc disorder
C4076019	High risk pregnancy due to recurrent pregnancy loss
C4076020	Agranulocytosis co-occurrent with human immunodeficiency virus infection
C4076021	Reinforced laryngeal mask airway
C4076022	Cardiomyopathy co-occurrent with human immunodeficiency virus infection
C4076023	History of pre-eclampsia
C4076024	Steatosis of liver caused by retroviral protease inhibitor
C4076025	Hallux valgus due to metatarsus primus varus
C4076026	Infective arthritis co-occurrent with human immunodeficiency virus infection
C4076027	Dyslipidemia due to type 1 diabetes mellitus
C4076028	Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of upper limb
C4076029	Laryngeal mask with preformed cuff
C4076030	Injection of normal human immunoglobulin
C4076032	Acquired hemolytic anemia co-occurrent with human immunodeficiency virus infection
C4076033	Morphologic change of kidney due to chronic nephritic syndrome
C4076034	Radiculopathy due to lumbar intervertebral disc disorder
C4076035	Sleep disorder caused by reverse transcriptase inhibitor
C4076036	Supraglottic airway
C4076038	Anomaly of eye
C4076039	Recurrent bacterial pneumonia co-occurrent with human immunodeficiency virus infection
C4076040	Comfort care only status
C4076041	Nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III
C4076042	Visual impairment co-occurrent with human immunodeficiency virus infection
C4076043	Hypokalemic alkalosis due to diarrhea
C4076044	Moderate nonproliferative retinopathy due to type 1 diabetes mellitus
C4076045	Hematuria co-occurrent and due to acute cystitis
C4076046	Stricture of ureter co-occurrent and due to crossing vessel
C4076047	Goiter due to thyroiditis
C4076048	Hematuria co-occurrent and due to irradiation cystitis
C4076049	Hematuria co-occurrent and due to chronic cystitis
C4076050	Oligozoospermia caused by drug therapy
C4076051	Edema co-occurrent and due to nutritional deficiency
C4076052	Mild nonproliferative retinopathy due to type 1 diabetes mellitus
C4076053	Chronic nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III
C4076054	Mild nonproliferative retinopathy due to secondary diabetes mellitus
C4076055	Occlusion of renal artery due to embolism
C4076056	Genitourinary tract hemorrhage following transurethral procedure
C4076057	Urinary tract infection caused by Klebsiella
C4076058	Hydronephrosis co-occurrent and due to ureteral stricture
C4076059	Long-term current use of mycophenolate
C4076060	Hematuria co-occurrent and due to trigonitis
C4076061	Isolated proteinuria co-occurrent and due to membranoproliferative glomerulonephritis type III
C4076062	Albinism co-occurrent with hematologic disorder
C4076063	Erectile dysfunction co-occurrent and due to arterial insufficiency
C4076064	Peripheral neuropathy due to type 1 diabetes mellitus
C4076065	Hemochromatosis following repeated red blood cell transfusion
C4076066	Low serum ferritin
C4076067	Non-proliferative retinopathy due to secondary diabetes mellitus
C4076068	Urinary tract infection caused by Pseudomonas
C4076069	History of surface total hip arthroplasty
C4076070	Myopathy due to Cushing's syndrome
C4076071	Acute renal failure caused by contrast agent
C4076072	Hematuria co-occurrent and due to cystitis
C4076073	Stress due to family tension
C4076074	Azoospermia caused by radiation
C4076075	Infliximab therapy
C4076077	Long-term current use of infliximab
C4076078	Skeletal muscle structure of limb
C4076079	Short stature co-occurrent and due to endocrine disorder
C4076080	Cognitive deficit in attention
C4076081	Hematuria co-occurrent and due to chronic interstitial cystitis
C4076082	Mycophenolate therapy
C4076083	Enlargement of liver co-occurrent with human immunodeficiency virus infection
C4076084	Endoscopic calcaneoplasty for Haglund deformity
C4076085	Congenital penile torsion
C4076086	Candidiasis of mouth co-occurrent with human immunodeficiency virus infection
C4076087	Overconsumption of milk in childhood
C4076088	Acute endocarditis co-occurrent with human immunodeficiency virus infection
C4076089	Congenital pseudostrabismus
C4076090	Neuritis co-occurrent with human immunodeficiency virus infection
C4076091	Suture of extensor tendon of hand
C4076092	Anemia caused by zidovudine
C4076093	Lymphangiomyomatosis of connective tissue
C4076094	Congenital melanocytic nevus of trunk
C4076095	Aplastic anemia co-occurrent with human immunodeficiency virus infection
C4076096	Anemia co-occurrent and due to chronic kidney disease stage 3
C4076097	Circadian rhythm sleep disorder of shift work type
C4076098	Ultrasonography of spleen with contrast
C4076099	Disorder of spinal cord co-occurrent with human immunodeficiency virus infection
C4076100	Excision of mucous membrane of inferior maxillary sinus
C4076101	Lymphadenopathy co-occurrent with human immunodeficiency virus infection
C4076102	Chronic neck pain for greater than 3 months
C4076103	Disorder of kidney co-occurrent with human immunodeficiency virus infection
C4076104	Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection
C4076105	Presenile dementia co-occurrent with human immunodeficiency virus infection
C4076106	Structure of central fascial compartment of neck
C4076107	Baby premature 32 weeks
C4076108	Baby premature 31 weeks
C4076109	Disorder of central nervous system co-occurrent and due to acute lymphoid leukemia
C4076110	Disorder of respiratory system co-occurrent with human immunodeficiency virus infection
C4076111	Entire central fascial compartment of neck
C4076112	Reticulosarcoma co-occurrent with human immunodeficiency virus infection
C4076113	Progressive multifocal leukoencephalopathy co-occurrent with human immunodeficiency virus infection
C4076114	Baby premature 34 weeks
C4076115	Polyneuropathy co-occurrent with human immunodeficiency virus infection
C4076117	Infection caused by Pneumocystis co-occurrent with human immunodeficiency virus infection
C4076118	Disorder of central nervous system co-occurrent and due to acute lymphoid leukemia in remission
C4076119	Organic brain syndrome co-occurrent with human immunodeficiency virus infection
C4076120	Osteoarthritis of facet joint of thoracic spine
C4076121	Abnormal increase in body height
C4076122	Baby premature 33 weeks
C4076123	Specimen from lip obtained by wedge resection
C4076124	Baby premature 29 weeks
C4076125	Neuropathy caused by isoniazid
C4076126	Referral to cardiac rapid response team
C4076127	Deficient knowledge of childbirth
C4076128	Atrophic endometritis
C4076129	Baby premature 30 weeks
C4076130	Primary malignant astrocytoma of central nervous system
C4076131	Infection caused by Streptococcus mitis group
C4076132	Mucinous adenocarcinoma of gastrointestinal tract
C4076133	Specimen from liver obtained by partial resection
C4076134	Primary chondrosarcoma of bone of upper limb
C4076135	Disseminated infection caused by Strongyloides co-occurrent with human immunodeficiency virus infection
C4076136	Specimen from urinary bladder obtained by transurethral cystectomy
C4076137	Enchondroma of short bone of upper limb
C4076138	Incidentaloma of thyroid gland
C4076139	Specimen from liver obtained by partial lobectomy
C4076141	Chronic infection caused by herpes simplex virus co-occurrent with human immunodeficiency virus infection
C4076142	Excised bone sample
C4076143	Lymphoproliferative disorder after transplantation of bone marrow
C4076144	Glomerulonephritis due to Henoch-Schönlein purpura
C4076145	Baby premature 28 weeks
C4076146	Deficient knowledge of infant care
C4076147	Baby premature 26 weeks
C4076148	Baby premature 27 weeks
C4076149	Tissue specimen from larynx obtained by total resection
C4076150	Deficient knowledge of infant feeding
C4076151	Thrombocytopenia co-occurrent and due to alcoholism
C4076153	Baby premature 24 weeks
C4076154	Deficient knowledge of fetal development
C4076155	Hemophagocytic syndrome co-occurrent with human immunodeficiency virus infection
C4076156	Baby premature 25 weeks
C4076157	Family grieving
C4076158	Neovascular glaucoma with diabetes mellitus
C4076159	Non-steroidal anti-inflammatory agent therapy
C4076161	Renal impairment caused by Polyomavirus
C4076162	Deficient knowledge of parenting
C4076163	Atypical pigmented lesion
C4076164	Obstructive defecation syndrome
C4076165	Optic perineuritis
C4076166	Malignant neoplasm of rectosigmoid junction metastatic to brain
C4076167	Chronic graft versus host disease after transplantation of bone marrow
C4076169	Pain following cerebrovascular accident
C4076170	Vaccination given
C4076171	Meningococcus vaccination given
C4076172	Primary undifferentiated large cell malignancy of chest wall
C4076173	Angiofibroma of nasopharynx
C4076174	Joint pain of pelvic region
C4076175	Education about extensively hydrolyzed infant formula
C4076176	Neoplasm of low malignant potential behavior of ovary
C4076177	Ischemic foot pain at rest
C4076179	Education about amino acid-based infant formula
C4076180	Benign chondroblastoma of bone
C4076181	Infection caused by multi drug resistant bacteria
C4076182	Intraoperative cardiorespiratory arrest
C4076183	Primary malignant inflammatory neoplasm of female breast
C4076184	Metastatic spinal cord compression
C4076186	On examination retinal arteriovenous nicking
C4076187	Referral to medical rapid response team
C4076188	Knowledge level of travel health
C4076189	Central venous catheter tip
C4076190	Supervision of high risk pregnancy for maternal short stature
C4076191	Measles, mumps and rubella vaccination given
C4076192	Fall from operating room table
C4076193	Deficient knowledge of travel health
C4076194	Combined D-2-hydroxyglutaric aciduria and L-2-hydroxyglutaric aciduria
C4076195	Measurement of surface foot pressure
C4076196	Egg phosphatide purified
C4076197	Lipid rescue therapy
C4076198	Supervision of high risk pregnancy with family history of diabetes mellitus
C4076199	Tunneled catheter tip
C4076200	Pinworm paddle
C4076203	Gelatin hydrolysate
C4076204	Education about dehydration
C4076205	Mamylase
C4076210	Acute on chronic alcoholic liver disease
C4076211	Inosine dimepranol acedoben
C4076212	Iodine norcholestenol
C4076213	Chronic esophageal scar
C4076214	Isopropyl methylphenol
C4076215	Infection caused by Salmonella co-occurrent with human immunodeficiency virus infection
C4076216	Anemia co-occurrent with human immunodeficiency virus infection
C4076217	Partial retinal detachment
C4076219	Myelitis co-occurrent with human immunodeficiency virus infection
C4076220	Status epilepticus due to complex partial epileptic seizure
C4076221	Periodontitis caused by dental appliance
C4076222	Disorder of skin co-occurrent with human immunodeficiency virus infection
C4076224	History of nephrectomy
C4076225	N2-L-alanyl-L-glutamine
C4076226	History of nontraumatic ruptured cerebral aneurysm
C4076227	History of palliative care consultation
C4076228	History of open head injury
C4076229	Structure of wall of internal carotid artery
C4076230	Azoospermia due to infectious disease
C4076231	Disseminated infection caused by Penicillium marneffei
C4076232	History of malignant germ cell neoplasm of mediastinum
C4076233	Myocarditis co-occurrent with human immunodeficiency virus infection
C4076234	History of lung collapse therapy
C4076235	History of removal of peripherally inserted central catheter line
C4076236	History of correction of portal systemic shunt
C4076237	Structure of wall of ascending aorta
C4076238	Benign neoplasm of spinal intradural extramedullary space
C4076240	Chronic kidney disease mineral and bone disorder
C4076241	Structure of wall of aortic arch
C4076242	History of prophylactic oophorectomy
C4076243	Structure of wall of descending thoracic aorta
C4076244	Eruption of skin co-occurrent with human immunodeficiency virus infection
C4076245	Primary cerebral lymphoma co-occurrent with human immunodeficiency virus infection
C4076246	History of malignant ameloblastoma of mandible
C4076247	Finding of sensation of lower limb
C4076248	History of reconstruction of pressure ulcer
C4076249	History of prostatic dysplasia
C4076250	History of prostate seed brachytherapy
C4076253	History of mitral valvuloplasty
C4076255	Radiculitis co-occurrent with human immunodeficiency virus infection
C4076256	History of odontogenic keratocyst
C4076257	Soy isoflavone
C4076258	Phyto-carotenoid
C4076259	Structure of wall of coronary artery
C4076260	Structure of wall of renal artery
C4076261	Soybean oil refined
C4076262	Malignant meningioma of meninges of brain
C4076263	History of malignant meningioma of meninges of brain
C4076264	Hyperlipidemia caused by steroid
C4076265	Disorder of gastrointestinal tract co-occurrent with human immunodeficiency virus infection
C4076266	Allergy to protease inhibitor
C4076267	Talking monitored dosage system
C4076268	Priapism due to sickle cell disease
C4076269	Candidiasis of esophagus co-occurrent with human immunodeficiency virus infection
C4076270	Monitoring adherence to medication regime
C4076271	Monitored dosage system
C4076273	Referral to community meals service
C4076274	Heart disease co-occurrent with human immunodeficiency virus infection
C4076275	Disorder of eye proper co-occurrent with human immunodeficiency virus infection
C4076276	Influenza caused by Influenza A virus subtype H5
C4076278	Allergy to reverse transcriptase inhibitor
C4076279	Malignant ameloblastoma of mandible
C4076280	Triethanolamine-containing product in otic dose form
C4076281	Increased aspartate transaminase level
C4076282	Consultation for palliative care
C4076283	Neuralgia co-occurrent with human immunodeficiency virus infection
C4076284	Aplastic anemia caused by antineoplastic agent
C4076285	Reconstruction of pressure ulcer
C4076286	Surgical replacement - action
C4076287	Thyroiditis caused by amiodarone
C4076288	Cerebral degeneration due to hypothyroidism
C4076289	Gastroenteritis caused by drug
C4076290	Splenomegaly co-occurrent with human immunodeficiency virus infection
C4076291	Hereditary nephropathy co-occurrent with membranoproliferative glomerulonephritis type III
C4076292	Oligozoospermia due to infection
C4076293	Subacute adenoviral encephalitis co-occurrent with human immunodeficiency virus infection
C4076294	Recurrent herpes simplex infection of buttock
C4076295	Extension Namespace 1000184
C4076296	Procedure discontinued by patient
C4076297	Nontraumatic ruptured cerebral aneurysm
C4076298	Primary carer displays emotional warmth and love to child
C4076299	Laceration of index finger
C4076300	Procedure discontinued by healthcare professional
C4076301	History of pericarditis
C4076302	Procedure discontinued by doctor
C4076303	Discussion about female genital mutilation
C4076304	Dental plaque induced gingivitis
C4076305	Extension Namespace 1000185
C4076306	History of paroxysmal supraventricular tachycardia
C4076307	Periodontitis due to cervical root resorption
C4076308	Nontraumatic ruptured aneurysm
C4076309	History of brachytherapy
C4076310	History of external beam radiation to thyroid
C4076311	Supervision of high risk pregnancy with history of previous antepartum hemorrhage
C4076312	Hyperosmolar coma due to secondary diabetes mellitus
C4076313	Supervision of high risk pregnancy with history of previous primary postpartum hemorrhage
C4076314	Prolonged second stage of labor due to poor maternal effort
C4076315	Supervision of high risk pregnancy with history of previous neonatal death
C4076316	Supervision of high risk pregnancy with history of previous intrauterine death
C4076317	Dermatitis due to drug induced diabetes mellitus
C4076318	Adverse reaction to chewing gum additive
C4076319	Cheiropathy due to type 2 diabetes mellitus
C4076320	Supervision of high risk pregnancy with history of previous abnormal baby
C4076321	Drug induced pulmonary fibrosis
C4076322	Supervision of high risk pregnancy with history of previous big baby
C4076323	Supervision of high risk pregnancy with history of previous fetal distress
C4076324	Azapentacene polysulfonate sodium
C4076325	Complication due to anesthesia during surgery
C4076326	Ultrasonography of pelvis and lower extremity
C4076327	Arthroscopic primary reduction and fixation of fracture of neck of femur using dynamic hip screw
C4076328	Periodontitis due to primary occlusal trauma
C4076329	Periodontitis due to secondary occlusal trauma
C4076330	Periodontitis due to occlusal trauma
C4076331	Doppler ultrasonography of superior vena cava
C4076332	Block dissection of cervical lymph nodes not done
C4076333	Injury to esophagus during surgery
C4076334	Education about epilepsy and driving
C4076335	Periodontitis due to fracture of root of tooth
C4076336	Magnetic resonance imaging myelography
C4076337	Ultrasonography guided drainage of upper limb
C4076338	Injury to liver during surgery
C4076339	Recurrent rectal polyp
C4076340	Non immune hydrops in newborn
C4076341	Skin wash using sodium hypochlorite
C4076342	Oxford Cognitive Screen score
C4076343	Oxford Cognitive Screen
C4076344	At risk of female genital mutilation
C4076345	Assessment using Oxford Cognitive Screen
C4076346	Polyhydramnios due to placental anomaly
C4076347	Inadvertent catheterization of artery
C4076349	Chronic alcoholic liver disease
C4076352	Endoscopic nasopharyngectomy
C4076353	Laparoscopic colposuspension
C4076354	Postoperative bronchitis
C4076355	Incisional biopsy of cervical lymph node
C4076356	Oligohydramnios due to rupture of membranes
C4076357	Ossiculoplasty with total ossicular replacement prosthesis
C4076359	Central venous oxygenation saturation
C4076361	Ischemic gastroenteritis
C4076363	Jaeger type 15
C4076364	Polyhydramnios due to maternal disease
C4076365	Jaeger type 1+
C4076366	Hysteroscopy with division of intrauterine septum
C4076368	Laparoscopic excision of pelvic endometriosis
C4076370	Herpes simplex infection of buttock
C4076371	Percutaneous transluminal balloon angioplasty with insertion of stent into iliac artery
C4076372	Percutaneous transluminal balloon angioplasty with insertion of stent into femoral artery
C4076373	Excision of hemangioma of skull
C4076374	Laparoscopic total colectomy with ileo-rectal anastomosis
C4076375	Endoscopic harvesting of vein
C4076376	Craniofacial resection of nasal cavity
C4076377	Laparoscopic resection of uterine cornua
C4076378	Lithotripsy of biliary stone using laser by T-tube approach
C4076379	Endoscopic harvesting of radial artery
C4076380	Excision of exostosis of skull bone
C4076381	Endoscopic submucosal dissection of rectum using colonoscope
C4076382	Percutaneous transluminal balloon angioplasty with insertion of stent into popliteal artery
C4076383	Removal of lung from cadaver donor
C4076384	Endovenous laser ablation of varicose vein of lower limb
C4076385	Lithotripsy of biliary stone using laser by open approach
C4076386	Percutaneous transluminal balloon angioplasty with insertion of stent into carotid artery
C4076387	Education about immobilization
C4076388	Collection of arterial blood specimen
C4076389	Application of hemostatic agent
C4076390	At risk from passive smoking
C4076391	Motivational interviewing technique
C4076392	Referral to health aide service
C4076393	Risk reduction technique
C4076396	Management of dehydration
C4076397	Assessment of diabetic foot ulcer
C4076398	Assessment of risk of violence
C4076399	Assessment of peripheral tissue perfusion
C4076400	Assessment of dizziness
C4076401	Assessment of stress level
C4076402	Assessment of caregiver abilities
C4076403	Assistance with mobility in bed
C4076404	Assessment of risk of adverse drug interaction
C4076405	Assessment of peripheral neurovascular function
C4076406	Assessment of alcohol use
C4076407	Coordination of case conference
C4076408	Assessment of drug use
C4076409	Assessment following possible exposure to contagion
C4076410	Assessment of body image
C4076411	Thyroid neoplasm tissue sample
C4076412	Provision of memory device
C4076413	Giving encouragement to be urinary continent
C4076414	Irrigation of urostomy
C4076415	Provision of monitored dosage system
C4076416	Education about diabetic ulcer care
C4076417	Provision of medication schedule
C4076418	Giving encouragement to have positive body image
C4076419	Provision of medication list
C4076420	Giving encouragement to be bowel continent
C4076422	Prevention of constipation
C4076423	Education about device safety
C4076424	Provide status report to multidisciplinary team
C4076426	Provision of talking monitored dosage system
C4076427	Education about urostomy irrigation
C4076428	Education about use of pill box
C4076429	Education about diversional therapy
C4076430	Education about fetal development
C4076431	Education about radial pulse taking
C4076432	Education about vaginal hygiene
C4076433	Education about hospitalization
C4076434	Education about second hand smoke exposure
C4076435	Education about urinary system function
C4076436	Education about urinary bladder irrigation
C4076437	History of removal of tympanic ventilation tube from tympanic membrane
C4076438	Primary carer has poor support network
C4076439	Removal of bone screw internal fixation device from ankle
C4076440	Assessment of risk of ineffective tissue perfusion
C4076441	Verification of presence of corrective device
C4076442	Prophylactic internal fixation of humerus using metal nail
C4076443	Measure Yourself Medical Outcome Profile
C4076444	Discussion about clinical red flag warning sign
C4076445	Management of fluid therapy
C4076446	Ewing sarcoma of bone structure of upper limb
C4076447	Alcohol misuser in household
C4076448	Primary adenocarcinoma of rectosigmoid junction
C4076449	Died in mental health unit
C4076450	Giving encouragement to set limits
C4076451	Discussion about cardiopulmonary resuscitation
C4076452	Drug misuser in household
C4076453	Overlapping primary malignant neoplasm of bone and articular cartilage of upper limb
C4076454	End of life care planning
C4076455	Fluoroscopy guided removal of cardiac pacemaker
C4076456	History of exposure to hazardous bodily fluids
C4076457	Died in learning disability unit
C4076458	Nonruptured cerebral aneurysm due to dissection of cerebral artery
C4076459	Sure of myself, Understand information, Risk-benefit ratio, Encouragement test score
C4076460	Witness to adult criminal activity
C4076461	Primary invasive malignant neoplasm of female breast
C4076462	Video record of patient encounter available
C4076463	Open reduction of intussusception of intestine
C4076464	Fluoroscopy guided insertion of vagal nerve stimulator
C4076465	Good attachment to primary carer
C4076466	Assessment using Ecomap
C4076468	Assessment using Measure Yourself Medical Outcome Profile
C4076469	Fluoroscopy guided removal of automatic cardiac defibrillator
